"Your energy inafanya hata offline mode ifanye sense.",smooth,sheng,compliment,initial,female,manual_entry,4.5,0.75,0,0,1
"Nimeku-pin kwenye taskbar - always accessible.",romantic,mixed,response,advanced,female,manual_entry,4.9,0.83,0,0,1
"Unajua hata kama uta-block, bado nita-text from different number.",bold,sheng,response,middle,female,manual_entry,3.8,0.65,0,0,0
"Kama una verification code, nisend wapi?",playful,sheng,opening,initial,female,manual_entry,4.0,0.67,0,1,0
"Wewe ni kame system restore point - unanifanya nirecover from bad days.",smooth,mixed,compliment,initial,female,manual_entry,4.6,0.77,0,0,1
"Nimeku-save as template - nakutumia kwa everything.",romantic,mixed,response,advanced,female,manual_entry,4.7,0.79,0,0,1
"Your vibe ni kame shortcut - unanifanya access happiness quickly.",smooth,sheng,response,middle,female,manual_entry,4.3,0.72,0,0,1
"Hata kama uta-change username, bado nitakufollow.",bold,sheng,followup,advanced,female,manual_entry,4.1,0.68,0,0,0
"Kama wewe ni file, basi mimi ni folder.",cheesy,kenyan,opening,initial,female,manual_entry,3.9,0.64,0,0,0
"Your energy inafanya hata low battery ifanye full charge.",smooth,sheng,compliment,initial,female,manual_entry,4.4,0.74,0,0,1
"Nimeku-save as recovery email - for when I need happiness.",romantic,mixed,response,advanced,female,manual_entry,4.8,0.81,0,0,1
"Unajua hata kama uta-private account, bado nita-request.",bold,sheng,response,middle,female,manual_entry,3.9,0.66,0,0,0
"Kama una security question, answer yako nini?",playful,sheng,opening,initial,female,manual_entry,4.2,0.69,0,1,0
"Wewe ni kame software patch - unafix everything broken.",smooth,mixed,compliment,initial,female,manual_entry,4.5,0.76,0,0,1
"Nimeku-save as document - na-edit daily.",romantic,mixed,response,advanced,female,manual_entry,4.6,0.78,0,0,1
"Your vibe ni kame algorithm - unanifanya solve for X (xtra happiness).",smooth,sheng,response,middle,female,manual_entry,4.4,0.73,0,0,1
"Hata kama uta-deactivate, bado nita-wait for reactivation.",bold,sheng,followup,advanced,female,manual_entry,4.0,0.67,0,0,0
"Kama wewe ni browser, basi mimi ni new tab.",cheesy,kenyan,opening,initial,female,manual_entry,4.1,0.68,0,0,0
"Your energy inafanya hata no service area ipate network.",smooth,sheng,compliment,initial,female,manual_entry,4.3,0.72,0,0,1
"Nimeku-save as system file - protected na important.",romantic,mixed,response,advanced,female,manual_entry,4.9,0.84,0,0,1
"Unajua hata kama uta-remove follower, bado nita-refollow.",bold,sheng,response,middle,female,manual_entry,3.8,0.65,0,0,0
"Kama una PIN, niweke wapi?",playful,sheng,opening,initial,female,manual_entry,4.0,0.66,0,1,0
"Wewe ni kame database - storing all my good memories.",smooth,mixed,compliment,initial,female,manual_entry,4.7,0.79,0,0,1
"Nimeku-save as attachment - can't send without you.",romantic,mixed,response,advanced,female,manual_entry,4.8,0.82,0,0,1
"Your vibe ni kame cache - always there when needed.",smooth,sheng,response,middle,female,manual_entry,4.2,0.71,0,0,1
"Hata kama uta-log out, bado nita-save password.",bold,sheng,followup,advanced,female,manual_entry,4.1,0.69,0,0,0
"Kama wewe ni website, basi mimi ni bookmark.",cheesy,kenyan,opening,initial,female,manual_entry,3.9,0.63,0,0,0
"Your energy inafanya hata airplane mode i-land.",smooth,sheng,compliment,initial,female,manual_entry,4.4,0.74,0,0,1
"Nimeku-save as recovery key - for accessing my heart.",romantic,mixed,response,advanced,female,manual_entry,4.9,0.85,0,0,1
"Unajua hata kama uta-turn off read receipts, bado nita-send.",bold,sheng,response,middle,female,manual_entry,3.7,0.64,0,0,0
"Kama una security key, nishike wapi?",playful,sheng,opening,initial,female,manual_entry,4.2,0.7,0,1,0
"Wewe ni kame compiler - unanifanya code of life work.",smooth,mixed,compliment,initial,female,manual_entry,4.6,0.77,0,0,1
"Nimeku-save as project - ongoing na never ending.",romantic,mixed,response,advanced,female,manual_entry,4.7,0.8,0,0,1
"Your vibe ni kame debugger - unanifanya find errors in my life.",smooth,sheng,response,middle,female,manual_entry,4.3,0.72,0,0,1
"Hata kama uta-uninstall, bado nita-download again.",bold,sheng,followup,advanced,female,manual_entry,4.0,0.68,0,0,0
"Kama wewe ni operating system, basi mimi ni hardware.",cheesy,kenyan,opening,initial,female,manual_entry,4.1,0.69,0,0,0
"Your energy inafanya hata corrupt file i-recover.",smooth,sheng,compliment,initial,female,manual_entry,4.5,0.75,0,0,1
"Nimeku-save as system image - complete backup of joy.",romantic,mixed,response,advanced,female,manual_entry,4.8,0.83,0,0,1
"Unajua hata kama uta-format, bado nita-restore from backup.",bold,sheng,response,middle,female,manual_entry,3.9,0.66,0,0,0
"Kama una encryption, nidecrypt nini?",playful,sheng,opening,initial,female,manual_entry,4.2,0.71,0,1,0
"Wewe ni kame firewall - protecting my heart from viruses.",smooth,mixed,compliment,initial,female,manual_entry,4.4,0.74,0,0,1
"Nimeku-save as log file - recording all interactions.",romantic,mixed,response,advanced,female,manual_entry,4.6,0.78,0,0,1
"Your vibe ni kame antivirus - scanning for happiness.",smooth,sheng,response,middle,female,manual_entry,4.3,0.73,0,0,1
"Hata kama uta-crash, bado nita-reboot with you.",bold,sheng,followup,advanced,female,manual_entry,4.1,0.7,0,0,0
"Kama wewe ni network, basi mimi ni router.",cheesy,kenyan,opening,initial,female,manual_entry,4.0,0.67,0,0,0
"Your energy inafanya hata broken link i-work.",smooth,sheng,compliment,initial,female,manual_entry,4.4,0.75,0,0,1
"Nimeku-save as cookie - sweet na memorable.",romantic,mixed,response,advanced,female,manual_entry,4.7,0.81,0,0,1
"Unajua hata kama uta-clear cache, bado nita-save again.",bold,sheng,response,middle,female,manual_entry,3.8,0.65,0,0,0
"Kama una IP address, niping wapi?",playful,sheng,opening,initial,female,manual_entry,4.3,0.72,0,1,0
"Wewe ni kame server - handling all my requests.",smooth,mixed,compliment,initial,female,manual_entry,4.5,0.76,0,0,1
"Nimeku-save as session - temporary but want permanent.",romantic,mixed,response,advanced,female,manual_entry,4.8,0.82,0,0,1
"Your vibe ni kame bandwidth - unlimited flow of good vibes.",smooth,sheng,response,middle,female,manual_entry,4.2,0.71,0,0,1
"Hata kama uta-timeout, bado nita-retry.",bold,sheng,followup,advanced,female,manual_entry,4.0,0.69,0,0,0
"Kama wewe ni cloud, basi mimi ni data.",cheesy,kenyan,opening,initial,female,manual_entry,4.1,0.7,0,0,0
"Your energy inafanya hata expired certificate i-validate.",smooth,sheng,compliment,initial,female,manual_entry,4.3,0.73,0,0,1
"Nimeku-save as backup - for rainy days.",romantic,mixed,response,advanced,female,manual_entry,4.9,0.84,0,0,1
"Unajua hata kama uta-go offline, bado nitakuwa online for you.",bold,sheng,response,middle,female,manual_entry,3.9,0.67,0,0,0
"Kama una MAC address, niconnect wapi?",playful,sheng,opening,initial,female,manual_entry,4.2,0.7,0,1,0
"Wewe ni kame protocol - following rules of attraction.",smooth,mixed,compliment,initial,female,manual_entry,4.6,0.77,0,0,1
"Nimeku-save as thread - continuous conversation.",romantic,mixed,response,advanced,female,manual_entry,4.7,0.8,0,0,1
"Your vibe ni kame packet - delivering happiness.",smooth,sheng,response,middle,female,manual_entry,4.4,0.74,0,0,1
"Hata kama uta-drop connection, bado nita-reconnect.",bold,sheng,followup,advanced,female,manual_entry,4.1,0.71,0,0,0
"Kama wewe ni domain, basi mimi ni hosting.",cheesy,kenyan,opening,initial,female,manual_entry,4.0,0.68,0,0,0
"Your energy inafanya hata invalid request i-process.",smooth,sheng,compliment,initial,female,manual_entry,4.5,0.75,0,0,1
"Nimeku-save as DNS record - pointing to my heart.",romantic,mixed,response,advanced,female,manual_entry,4.8,0.83,0,0,1
"Unajua hata kama uta-change IP, bado nitakutrace.",bold,sheng,response,middle,female,manual_entry,3.8,0.66,0,0,0
"Kama una port number, nilisten wapi?",playful,sheng,opening,initial,female,manual_entry,4.3,0.72,0,1,0
"Wewe ni kame API - providing access to happiness.",smooth,mixed,compliment,initial,female,manual_entry,4.4,0.74,0,0,1
"Nimeku-save as endpoint - where I send all my requests.",romantic,mixed,response,advanced,female,manual_entry,4.6,0.79,0,0,1
"Your vibe ni kame response - always 200 OK.",smooth,sheng,response,middle,female,manual_entry,4.2,0.71,0,0,1
"Hata kama uta-404, bado nita-search until I find you.",bold,sheng,followup,advanced,female,manual_entry,4.0,0.7,0,0,0
"Kama wewe ni JSON, basi mimi ni parser.",cheesy,kenyan,opening,initial,female,manual_entry,4.1,0.69,0,0,0
"Your energy inafanya hata null value i-return something.",smooth,sheng,compliment,initial,female,manual_entry,4.3,0.73,0,0,1
"Nimeku-save as object - with all your beautiful properties.",romantic,mixed,response,advanced,female,manual_entry,4.9,0.85,0,0,1
"Unajua hata kama uta-throw exception, bado nita-catch you.",bold,sheng,response,middle,female,manual_entry,3.9,0.68,0,0,0
"Kama una method, niinvoke vipi?",playful,sheng,opening,initial,female,manual_entry,4.2,0.71,0,1,0
"Wewe ni kame class - defining perfection.",smooth,mixed,compliment,initial,female,manual_entry,4.5,0.76,0,0,1
"Nimeku-save as instance - unique in my heart.",romantic,mixed,response,advanced,female,manual_entry,4.7,0.81,0,0,1
"Your vibe ni kame constructor - building happiness.",smooth,sheng,response,middle,female,manual_entry,4.4,0.75,0,0,1
"Hata kama uta-garbage collect, bado nita-keep reference.",bold,sheng,followup,advanced,female,manual_entry,4.1,0.72,0,0,0
"Kama wewe ni array, basi mimi ni index.",cheesy,kenyan,opening,initial,female,manual_entry,4.0,0.69,0,0,0
"Your energy inafanya hata infinite loop i-break.",smooth,sheng,compliment,initial,female,manual_entry,4.6,0.77,0,0,1
"Nimeku-save as variable - changing my life for better.",romantic,mixed,response,advanced,female,manual_entry,4.8,0.84,0,0,1
"Unajua hata kama uta-out of bounds, bado nita-access you.",bold,sheng,response,middle,female,manual_entry,3.8,0.67,0,0,0
"Kama una algorithm, niimplement vipi?",playful,sheng,opening,initial,female,manual_entry,4.3,0.73,0,1,0
"Wewe ni kame function - returning love always.",smooth,mixed,compliment,initial,female,manual_entry,4.4,0.75,0,0,1
"Nimeku-save as parameter - passing to my heart.",romantic,mixed,response,advanced,female,manual_entry,4.6,0.8,0,0,1
"Your vibe ni kame recursion - calling itself repeatedly.",smooth,sheng,response,middle,female,manual_entry,4.2,0.72,0,0,1
"Hata kama uta-stack overflow, bado nita-push you.",bold,sheng,followup,advanced,female,manual_entry,4.0,0.71,0,0,0
"Kama wewe ni queue, basi mimi ni enqueue.",cheesy,kenyan,opening,initial,female,manual_entry,4.1,0.7,0,0,0
"Your energy inafanya hata deadlock i-resolve.",smooth,sheng,compliment,initial,female,manual_entry,4.5,0.76,0,0,1
"Nimeku-save as tree - with you as root.",romantic,mixed,response,advanced,female,manual_entry,4.9,0.86,0,0,1
"Unajua hata kama uta-memory leak, bado nita-allocate more.",bold,sheng,response,middle,female,manual_entry,3.9,0.69,0,0,0
"Kama una pointer, nidereference wapi?",playful,sheng,opening,initial,female,manual_entry,4.2,0.71,0,1,0
"Wewe ni kame structure - organizing my thoughts.",smooth,mixed,compliment,initial,female,manual_entry,4.3,0.74,0,0,1
"Nimeku-save as union - combining with me.",romantic,mixed,response,advanced,female,manual_entry,4.7,0.82,0,0,1
"Your vibe ni kame bit - smallest unit of perfection.",smooth,sheng,response,middle,female,manual_entry,4.4,0.75,0,0,1
"Hata kama uta-buffer overflow, bado nita-write to you.",bold,sheng,followup,advanced,female,manual_entry,4.1,0.73,0,0,0
"Kama wewe ni byte, basi mimi ni bit.",cheesy,kenyan,opening,initial,female,manual_entry,4.0,0.7,0,0,0
"Your energy inafanya hata corrupted data i-repair.",smooth,sheng,compliment,initial,female,manual_entry,4.6,0.78,0,0,1
"Nimeku-save as register - fastest access.",romantic,mixed,response,advanced,female,manual_entry,4.8,0.85,0,0,1
"Unajua hata kama uta-segmentation fault, bado nita-handle you.",bold,sheng,response,middle,female,manual_entry,3.8,0.68,0,0,0
"Kama una instruction set, niexecute vipi?",playful,sheng,opening,initial,female,manual_entry,4.3,0.74,0,1,0
"Wewe ni kame opcode - telling my heart what to do.",smooth,mixed,compliment,initial,female,manual_entry,4.5,0.77,0,0,1
"Nimeku-save as instruction - in my heart's program.",romantic,mixed,response,advanced,female,manual_entry,4.7,0.83,0,0,1
"Your vibe ni kame pipeline - processing efficiently.",smooth,sheng,response,middle,female,manual_entry,4.2,0.73,0,0,1
"Hata kama uta-branch mispredict, bado nita-predict you.",bold,sheng,followup,advanced,female,manual_entry,4.0,0.72,0,0,0
"Kama wewe ni cache, basi mimi ni memory.",cheesy,kenyan,opening,initial,female,manual_entry,4.1,0.71,0,0,0
"Your energy inafanya hata miss rate i-drop to zero.",smooth,sheng,compliment,initial,female,manual_entry,4.4,0.76,0,0,1
"Nimeku-save as TLB - translating to happiness.",romantic,mixed,response,advanced,female,manual_entry,4.9,0.87,0,0,1
"Unajua hata kama uta-page fault, bado nita-swap you in.",bold,sheng,response,middle,female,manual_entry,3.9,0.7,0,0,0
"Kama una virtual address, niphysical wapi?",playful,sheng,opening,initial,female,manual_entry,4.2,0.72,0,1,0
"Wewe ni kame process - running in my heart.",smooth,mixed,compliment,initial,female,manual_entry,4.3,0.75,0,0,1
"Nimeku-save as thread - lightweight but important.",romantic,mixed,response,advanced,female,manual_entry,4.6,0.84,0,0,1
"Your vibe ni kame scheduler - prioritizing you always.",smooth,sheng,response,middle,female,manual_entry,4.4,0.77,0,0,1
"Hata kama uta-context switch, bado nita-switch back to you.",bold,sheng,followup,advanced,female,manual_entry,4.1,0.74,0,0,0
"Kama wewe ni semaphore, basi mimi ni wait.",cheesy,kenyan,opening,initial,female,manual_entry,4.0,0.73,0,0,0
"Your energy inafanya hata race condition i-resolve.",smooth,sheng,compliment,initial,female,manual_entry,4.5,0.78,0,0,1
"Nimeku-save as mutex - locking my heart for you.",romantic,mixed,response,advanced,female,manual_entry,4.8,0.88,0,0,1
"Unajua hata kama uta-deadlock, bado nita-resolve with love.",bold,sheng,response,middle,female,manual_entry,3.8,0.71,0,0,0
"Kama una condition variable, niwait vipi?",playful,sheng,opening,initial,female,manual_entry,4.3,0.75,0,1,0
"Wewe ni kame monitor - synchronizing my feelings.",smooth,mixed,compliment,initial,female,manual_entry,4.6,0.79,0,0,1
"Nimeku-save as critical section - protected area of my heart.",romantic,mixed,response,advanced,female,manual_entry,4.7,0.89,0,0,1
"Your vibe ni kame barrier - waiting for you.",smooth,sheng,response,middle,female,manual_entry,4.2,0.76,0,0,1
"Hata kama uta-livelock, bado nita-keep trying.",bold,sheng,followup,advanced,female,manual_entry,4.0,0.75,0,0,0
"Kama wewe ni message queue, basi mimi ni sender.",cheesy,kenyan,opening,initial,female,manual_entry,4.1,0.74,0,0,0
"Your energy inafanya hata starvation i-end.",smooth,sheng,compliment,initial,female,manual_entry,4.4,0.79,0,0,1
"Nimeku-save as shared memory - accessible to my heart.",romantic,mixed,response,advanced,female,manual_entry,4.9,0.9,0,0,1
"Unajua hata kama uta-pipe, bado nita-write to you.",bold,sheng,response,middle,female,manual_entry,3.9,0.72,0,0,0
"Kama una socket, nibind wapi?",playful,sheng,opening,initial,female,manual_entry,4.2,0.73,0,1,0
"Wewe ni kame file descriptor - opening my heart.",smooth,mixed,compliment,initial,female,manual_entry,4.3,0.78,0,0,1
"Nimeku-save as inode - unique in my filesystem.",romantic,mixed,response,advanced,female,manual_entry,4.6,0.91,0,0,1
"Your vibe ni kame directory - organizing my life.",smooth,sheng,response,middle,female,manual_entry,4.4,0.8,0,0,1
"Hata kama uta-hard link, bado nita-soft link to you.",bold,sheng,followup,advanced,female,manual_entry,4.1,0.76,0,0,0
"Kama wewe ni file system, basi mimi ni mount.",cheesy,kenyan,opening,initial,female,manual_entry,4.0,0.75,0,0,0
"Your energy inafanya hata corrupted sector i-read.",smooth,sheng,compliment,initial,female,manual_entry,4.5,0.81,0,0,1
"Nimeku-save as partition - separate space for you.",romantic,mixed,response,advanced,female,manual_entry,4.8,0.92,0,0,1
"Unajua hata kama uta-format, bado nita-recover data.",bold,sheng,response,middle,female,manual_entry,3.8,0.73,0,0,0
"Kama una block, ni-read wapi?",playful,sheng,opening,initial,female,manual_entry,4.3,0.76,0,1,0
"Wewe ni kame RAID array - redundant but necessary.",smooth,mixed,compliment,initial,female,manual_entry,4.6,0.82,0,0,1
"Nimeku-save as backup - for disaster recovery of heart.",romantic,mixed,response,advanced,female,manual_entry,4.7,0.93,0,0,1
"Your vibe ni kame checksum - verifying perfection.",smooth,sheng,response,middle,female,manual_entry,4.2,0.81,0,0,1
"Hata kama uta-corrupt, bado nita-crc check you.",bold,sheng,followup,advanced,female,manual_entry,4.0,0.77,0,0,0
"Kama wewe ni compression, basi mimi ni decompress.",cheesy,kenyan,opening,initial,female,manual_entry,4.1,0.76,0,0,0
"Your energy inafanya hata encrypted data i-decrypt.",smooth,sheng,compliment,initial,female,manual_entry,4.4,0.83,0,0,1
"Nimeku-save as archive - storing memories.",romantic,mixed,response,advanced,female,manual_entry,4.9,0.94,0,0,1
"Unajua hata kama uta-zip, bado nita-unzip you.",bold,sheng,response,middle,female,manual_entry,3.9,0.74,0,0,0
"Kama una hash, niverify vipi?",playful,sheng,opening,initial,female,manual_entry,4.2,0.77,0,1,0
"Wewe ni kame encryption key - securing my heart.",smooth,mixed,compliment,initial,female,manual_entry,4.3,0.84,0,0,1
"Nimeku-save as certificate - authenticating you.",romantic,mixed,response,advanced,female,manual_entry,4.6,0.95,0,0,1
"Your vibe ni kame digital signature - verifying it's you.",smooth,sheng,response,middle,female,manual_entry,4.4,0.85,0,0,1
"Hata kama uta-expired certificate, bado nita-trust you.",bold,sheng,followup,advanced,female,manual_entry,4.1,0.78,0,0,0
"Kama wewe ni SSL, basi mimi ni TLS.",cheesy,kenyan,opening,initial,female,manual_entry,4.0,0.77,0,0,0
"Your energy inafanya hata insecure connection i-secure.",smooth,sheng,compliment,initial,female,manual_entry,4.5,0.86,0,0,1
"Nimeku-save as private key - only I have access.",romantic,mixed,response,advanced,female,manual_entry,4.8,0.96,0,0,1
"Unajua hata kama uta-public key, bado nita-encrypt for you.",bold,sheng,response,middle,female,manual_entry,3.8,0.75,0,0,0
"Kama una nonce, niusage vipi?",playful,sheng,opening,initial,female,manual_entry,4.3,0.78,0,1,0
"Wewe ni kame salt - making everything better.",smooth,mixed,compliment,initial,female,manual_entry,4.6,0.87,0,0,1
"Nimeku-save as initialization vector - starting with you.",romantic,mixed,response,advanced,female,manual_entry,4.7,0.97,0,0,1
"Your vibe ni kame block cipher - processing in blocks of joy.",smooth,sheng,response,middle,female,manual_entry,4.2,0.86,0,0,1
"Hata kama uta-stream cipher, bado nita-encrypt with you.",bold,sheng,followup,advanced,female,manual_entry,4.0,0.79,0,0,0
"Kama wewe ni hash function, basi mimi ni input.",cheesy,kenyan,opening,initial,female,manual_entry,4.1,0.78,0,0,0
"Your energy inafanya hata weak password i-become strong.",smooth,sheng,compliment,initial,female,manual_entry,4.4,0.88,0,0,1
"Nimeku-save as key derivation function - deriving happiness.",romantic,mixed,response,advanced,female,manual_entry,4.9,0.98,0,0,1
"Unajua hata kama uta-rainbow table, bado nita-hash differently.",bold,sheng,response,middle,female,manual_entry,3.9,0.76,0,0,0
"Kama una pepper, niadd wapi?",playful,sheng,opening,initial,female,manual_entry,4.2,0.79,0,1,0
"Wewe ni kame message digest - summarizing perfection.",smooth,mixed,compliment,initial,female,manual_entry,4.3,0.89,0,0,1
"Nimeku-save as HMAC - authenticating messages of love.",romantic,mixed,response,advanced,female,manual_entry,4.6,0.99,0,0,1
